nodeId,Date
9505299,1995-05-13
9505300,1995-05-13
9505301,1995-05-13
9505302,1995-05-13
9505303,1995-05-14
9505304,1995-05-15
9505305,1995-05-15
9505306,1995-05-15
9505307,1995-05-15
9505308,1995-05-15
9505309,1995-05-15
9505310,1995-05-15
9505311,1995-05-15
9505312,1995-05-15
9505313,1995-05-15
9505314,1995-05-16
9505315,1995-05-15
9505316,1995-05-16
9505317,1995-05-16
9505318,1995-05-16
9505319,1995-05-16
9505320,1995-05-16
9505321,1995-05-16
9505322,1995-05-17
9505323,1995-05-17
9505324,1995-05-17
9505325,1995-05-17
9505326,1995-05-17
9505327,1995-05-17
9505328,1995-05-17
9505329,1995-05-17
9505330,1995-05-17
9505331,1995-05-18
9505332,1995-05-18
9505333,1995-05-18
9505334,1995-05-18
9505335,1995-05-18
9505336,1995-05-18
9505337,1995-05-18
9505338,1995-05-18
9505339,1995-05-18
9505340,1995-05-18
9505341,1995-05-19
9505342,1995-05-19
9505343,1995-05-19
9505344,1995-05-19
9505345,1995-05-19
9505346,1995-05-19
9505347,1995-05-21
9505348,1995-05-19
9505349,1995-05-19
9505350,1995-05-19
9505351,1995-05-20
9505352,1995-05-20
9505353,1995-05-22
9505354,1995-05-22
9505355,1995-05-22
9505356,1995-05-22
9505357,1995-05-22
9505358,1995-05-22
9505359,1995-05-23
9505360,1995-05-23
9505361,1995-05-23
9505362,1995-05-23
9505363,1995-05-23
9505364,1995-05-22
9505365,1995-05-23
9505366,1995-05-23
9505367,1995-05-23
9505368,1995-05-23
9505369,1995-05-23
9505370,1995-05-24
9505371,1995-05-24
9505372,1995-05-24
9505373,1995-05-24
9505374,1995-05-24
9505375,1995-05-24
9505376,1995-05-24
9505377,1995-05-24
9505378,1995-05-24
9505379,1995-05-25
9505380,1995-05-25
9505381,1995-05-25
9505382,1995-05-25
9505383,1995-05-25
9505384,1995-05-26
9505385,1995-05-26
9505386,1995-05-26
9505387,1995-05-26
9505388,1995-05-26
9505389,1995-05-26
9505390,1995-05-25
9505391,1995-05-26
9505392,1995-05-26
9505393,1995-05-26
9505394,1995-05-26
9505395,1995-05-26
9505396,1995-05-28
9505397,1995-05-28
9505398,1995-05-25
9505399,1995-05-29
9505400,1995-05-29
9505401,1995-05-29
9505402,1995-05-29
9505403,1995-05-29
9505404,1995-05-29
9505405,1995-05-29
9505406,1995-05-29
9505407,1995-05-30
9505408,1995-05-30
9505409,1995-05-30
9505410,1995-05-30
9505411,1995-05-30
9505412,1995-05-30
9505413,1995-05-30
9505414,1995-05-30
9505415,1995-05-30
9505416,1995-05-30
9505417,1995-05-30
9505418,1995-05-30
9505419,1995-05-30
9505420,1995-05-31
9505421,1995-05-30
9505422,1995-05-30
9505423,1995-05-30
9505424,1995-05-30
9505425,1995-05-30
9505426,1995-05-30
9505427,1995-05-30
9505428,1995-05-31
9505429,1995-05-31
9505430,1995-05-31
9505431,1995-05-31
9505432,1995-05-31
9505433,1995-05-31
9505434,1995-05-31
9505435,1995-05-31
9505436,1995-05-31
9505437,1995-05-31
9505438,1995-06-01
9505439,1995-05-31
9505440,1995-05-31
9505441,1995-05-31
9505442,1995-05-31
9505443,1995-05-31
9505444,1995-05-31
9505445,1995-06-01
119505009,1995-05-03
119505031,1995-05-05
119505034,1995-05-07
119505039,1995-05-08
119505041,1995-05-09
119505055,1995-05-11
119505058,1995-05-12
119505093,1995-05-19
119505104,1995-05-23
119505117,1995-05-25
119505134,1995-05-29
119505039,1995-05-22
119505051,1995-05-30
119505025,1995-05-29
119505018,1995-05-03
119505046,1995-05-09
119505048,1995-05-09
119505054,1995-05-09
119505077,1995-05-14
119505082,1995-05-13
119505084,1995-05-15
119505094,1995-05-16
119505098,1995-05-16
119505117,1995-05-18
119505126,1995-05-20
119505171,1995-05-28
119505001,1995-05-03
119505005,1995-05-08
119505009,1995-05-08
119505017,1995-05-12
119505026,1995-05-17
119505032,1995-05-22
119505033,1995-05-23
119505034,1995-05-24
119505010,1995-05-18
9506201,1995-06-01
9506202,1995-06-01
9506203,1995-06-01
9506204,1995-06-01
9506205,1995-06-01
9506206,1995-06-01
9506207,1995-06-01
9506208,1995-06-01
9506209,1995-06-01
9506210,1995-06-01
9506211,1995-06-01
9506212,1995-06-01
9506213,1995-06-01
9506214,1995-06-01
9506215,1995-06-01
9506216,1995-06-01
9506217,1995-06-01
9506218,1995-06-01
9506219,1995-06-02
9506220,1995-06-02
9506221,1995-06-02
9506222,1995-06-02
9506223,1995-06-02
9506224,1995-06-02
9506225,1995-06-02
9506226,1995-06-02
9506227,1995-06-02
9506228,1995-06-02
9506229,1995-06-02
9506230,1995-06-02
9506231,1995-06-03
9506232,1995-06-03
9506233,1995-06-04
9506234,1995-06-04
9506235,1995-06-05
9506236,1995-06-05
9506237,1995-06-05
9506238,1995-06-05
9506239,1995-06-05
9506240,1995-06-05
9506241,1995-06-05
9506242,1995-06-06
9506243,1995-06-05
9506244,1995-06-05
9506245,1995-06-06
9506246,1995-06-06
9506247,1995-06-06
9506248,1995-06-06
9506249,1995-06-06
9506250,1995-06-06
9506251,1995-06-06
9506252,1995-06-06
9506253,1995-06-06
9506254,1995-06-07
9506255,1995-06-07
9506256,1995-06-07
9506257,1995-06-07
9506258,1995-06-07
9506259,1995-06-07
9506260,1995-06-07
9506261,1995-06-07
9506262,1995-06-07
9506263,1995-06-07
9506264,1995-06-06
9506265,1995-06-08
9506266,1995-06-08
9506267,1995-06-08
9506268,1995-06-08
9506269,1995-06-08
9506270,1995-06-08
9506271,1995-06-08
9506272,1995-06-08
9506273,1995-06-08
9506274,1995-06-08
9506275,1995-06-09
9506276,1995-06-09
9506277,1995-06-09
9506278,1995-06-09
9506279,1995-06-09
9506280,1995-06-09
9506281,1995-06-09
9506282,1995-06-09
9506283,1995-06-09
9506284,1995-06-09
9506285,1995-06-09
9506286,1995-06-09
9506287,1995-06-09
9506288,1995-06-10
9506289,1995-06-10
9506290,1995-06-11
9506291,1995-06-11
9506292,1995-06-11
9506293,1995-06-11
9506294,1995-06-12
9506295,1995-06-12
9506296,1995-06-12
9506297,1995-06-12
9506298,1995-06-12
9506299,1995-06-12
9506300,1995-06-12
9506301,1995-06-12
9506302,1995-06-12
9506303,1995-06-12
9506304,1995-06-12
9506305,1995-06-12
9506306,1995-06-13
9506307,1995-06-13
9506308,1995-06-13
9506309,1995-06-13
9506310,1995-06-13
9506311,1995-06-13
9506312,1995-06-13
9506313,1995-06-13
9506314,1995-06-13
9506315,1995-06-13
9506316,1995-06-13
9506317,1995-06-13
9506318,1995-06-13
9506319,1995-06-13
9506320,1995-06-13
9506321,1995-06-13
9506322,1995-06-13
9506323,1995-06-14
9506324,1995-06-14
9506325,1995-06-14
9506326,1995-06-14
9506327,1995-06-14
9506328,1995-06-14
9506329,1995-06-14
9506330,1995-06-14
9506331,1995-06-14
9506332,1995-06-15
9506333,1995-06-15
9506334,1995-06-15
9506335,1995-06-15
9506336,1995-06-15
9506337,1995-06-15
9506338,1995-06-15
9506339,1995-06-15
9506340,1995-06-16
9506341,1995-06-16
9506342,1995-06-16
9506343,1995-06-16
9506344,1995-06-16
9506345,1995-06-16
9506346,1995-06-16
9506347,1995-06-16
9506348,1995-06-16
9506349,1995-06-16
9506350,1995-06-16
9506351,1995-06-16
9506352,1995-06-16
9506353,1995-06-16
9506354,1995-06-17
9506355,1995-06-18
9506356,1995-06-18
9506357,1995-06-19
9506358,1995-06-19
9506359,1995-06-19
9506360,1995-06-19
9506361,1995-06-19
9506362,1995-06-19
9506363,1995-06-19
9506364,1995-06-19
9506365,1995-06-20
9506366,1995-06-20
9506367,1995-06-20
9506368,1995-06-20
9506369,1995-06-20
9506370,1995-06-20
9506371,1995-06-20
9506372,1995-06-20
9506373,1995-06-20
9506374,1995-06-20
9506375,1995-06-20
9506376,1995-06-20
9506377,1995-06-20
9506378,1995-06-20
9506379,1995-06-21
9506380,1995-06-21
9506381,1995-06-21
9506382,1995-06-21
9506383,1995-06-21
9506384,1995-06-21
9506385,1995-06-21
9506386,1995-06-21
9506387,1995-06-21
9506388,1995-06-22
9506389,1995-06-22
9506390,1995-06-22
9506391,1995-06-22
9506392,1995-06-22
9506393,1995-06-22
9506394,1995-06-22
9506395,1995-06-22
9506396,1995-06-22
9506397,1995-06-22
9506398,1995-06-22
9506399,1995-06-22
9506400,1995-06-23
9506401,1995-06-23
9506402,1995-06-25
9506403,1995-06-23
9506404,1995-06-23
9506405,1995-06-23
9506406,1995-06-23
9506407,1995-06-23
9506408,1995-06-23
9506409,1995-06-23
9506410,1995-06-23
9506411,1995-06-24
9506412,1995-06-23
9506413,1995-06-23
9506414,1995-06-23
9506415,1995-06-24
9506416,1995-06-24
9506417,1995-06-24
9506418,1995-06-25
9506419,1995-06-26
9506420,1995-06-26
9506421,1995-06-26
9506422,1995-06-26
9506423,1995-06-26
9506424,1995-06-26
9506425,1995-06-26
9506426,1995-06-26
9506427,1995-06-26
9506428,1995-06-26
9506429,1995-06-27
9506430,1995-06-27
9506431,1995-06-27
9506432,1995-06-27
9506433,1995-06-27
9506434,1995-06-27
9506435,1995-06-27
9506436,1995-06-27
9506437,1995-06-27
9506438,1995-06-27
9506439,1995-06-27
9506440,1995-06-27
9506441,1995-06-27
9506442,1995-06-27
9506443,1995-06-27
9506444,1995-06-27
9506445,1995-06-28
9506446,1995-06-28
9506447,1995-06-28
9506448,1995-06-28
9506449,1995-06-28
9506450,1995-06-28
9506451,1995-06-29
9506452,1995-06-29
9506453,1995-06-29
9506454,1995-06-29
9506455,1995-06-29
9506456,1995-06-29
9506457,1995-06-29
9506458,1995-06-29
9506459,1995-06-29
9506460,1995-06-29
9506461,1995-06-29
9506462,1995-06-30
9506463,1995-06-30
9506464,1995-06-30
9506465,1995-06-30
9506466,1995-06-30
9506467,1995-06-30
9506468,1995-06-30
9506469,1995-06-30
9506470,1995-06-30
9506471,1995-06-30
9506472,1995-06-30
9506473,1995-06-30
9506474,1995-06-30
9506475,1995-06-30
9506476,1995-07-01
9506477,1995-07-01
9506478,1995-07-02
9506479,1995-07-02
9506480,1995-07-01
119506011,1995-06-02
119506015,1995-06-02
119506016,1995-06-02
119506017,1995-06-02
119506040,1995-06-06
119506049,1995-06-07
119506072,1995-06-11
119506099,1995-06-20
119506113,1995-06-21
119506131,1995-06-27
119506132,1995-06-28
119506146,1995-07-01
119506013,1995-06-19
119506015,1995-06-28
119506021,1995-06-14
119506027,1995-06-27
119506029,1995-06-27
119506033,1995-06-30
119506034,1995-06-30
119506018,1995-06-02
119506025,1995-06-05
119506027,1995-06-05
119506034,1995-06-06
119506046,1995-06-07
119506051,1995-06-08
119506056,1995-06-08
119506077,1995-06-11
119506084,1995-06-12
119506098,1995-06-15
119506113,1995-06-18
119506140,1995-06-21
119506149,1995-06-21
119506158,1995-06-23
119506176,1995-06-27
119506196,1995-06-29
119506197,1995-06-29
119506207,1995-06-30
119506003,1995-06-06
119506006,1995-06-08
119506017,1995-06-22
119506018,1995-06-21
119506022,1995-06-26
119506026,1995-06-28
119506028,1995-06-29
119506030,1995-06-29
119506031,1995-06-29
119506035,1995-06-30
9507201,1995-07-03
9507202,1995-07-03
9507203,1995-07-03
9507204,1995-07-03
9507205,1995-07-03
9507206,1995-07-03
9507207,1995-07-03
9507208,1995-07-03
9507209,1995-07-03
9507210,1995-07-03
9507211,1995-07-03
9507212,1995-07-03
9507213,1995-07-03
9507214,1995-07-03
9507215,1995-07-04
9507216,1995-07-04
9507217,1995-07-04
9507218,1995-07-04
9507219,1995-07-04
9507220,1995-07-04
9507221,1995-07-04
9507222,1995-07-04
9507223,1995-07-04
9507224,1995-07-05
9507225,1995-07-05
9507226,1995-07-05
9507227,1995-07-05
9507228,1995-07-05
9507229,1995-07-05
9507230,1995-07-05
9507231,1995-07-05
9507232,1995-07-05
9507233,1995-07-04
9507234,1995-07-05
9507235,1995-07-05
9507236,1995-07-05
9507237,1995-07-05
9507238,1995-07-05
9507239,1995-07-05
9507240,1995-07-06
9507241,1995-07-06
9507242,1995-07-06
9507243,1995-07-06
9507244,1995-07-06
9507245,1995-07-06
9507246,1995-07-06
9507247,1995-07-07
9507248,1995-07-06
9507249,1995-07-06
9507250,1995-07-06
9507251,1995-07-06
9507252,1995-07-06
9507253,1995-07-06
9507254,1995-07-07
9507255,1995-07-07
9507256,1995-07-07
9507257,1995-07-07
9507258,1995-07-07
9507259,1995-07-07
9507260,1995-07-07
9507261,1995-07-07
9507262,1995-07-07
9507263,1995-07-07
9507264,1995-07-07
9507265,1995-07-08
9507266,1995-07-08
9507267,1995-07-09
9507268,1995-07-10
9507269,1995-07-09
9507270,1995-07-08
9507271,1995-07-10
9507272,1995-07-10
9507273,1995-07-10
9507274,1995-07-10
9507275,1995-07-10
9507276,1995-07-10
9507277,1995-07-11
9507278,1995-07-11
9507279,1995-07-11
9507280,1995-07-11
9507281,1995-07-11
9507282,1995-07-11
9507283,1995-07-11
9507284,1995-07-11
9507285,1995-07-11
9507286,1995-07-11
9507287,1995-07-11
9507288,1995-07-11
9507289,1995-07-11
9507290,1995-07-12
9507291,1995-07-12
9507292,1995-07-12
9507293,1995-07-12
9507294,1995-07-12
9507295,1995-07-12
9507296,1995-07-12
9507297,1995-07-13
9507298,1995-07-13
9507299,1995-07-13
9507300,1995-07-13
9507301,1995-07-13
9507302,1995-07-13
9507303,1995-07-13
9507304,1995-07-13
9507305,1995-07-10
9507306,1995-07-13
9507307,1995-07-13
9507308,1995-07-14
9507309,1995-07-14
9507310,1995-07-14
9507311,1995-07-14
9507312,1995-07-14
9507313,1995-07-15
9507314,1995-07-16
9507315,1995-07-16
9507316,1995-07-17
9507317,1995-07-17
9507318,1995-07-17
9507319,1995-07-17
9507320,1995-07-17
9507321,1995-07-17
9507322,1995-07-17
9507323,1995-07-17
9507324,1995-07-18
9507325,1995-07-18
9507326,1995-07-18
9507327,1995-07-18
9507328,1995-07-18
9507329,1995-07-18
9507330,1995-07-18
9507331,1995-07-18
9507332,1995-07-18
9507333,1995-07-18
9507334,1995-07-18
9507335,1995-07-18
9507336,1995-07-18
9507337,1995-07-18
9507338,1995-07-19
9507339,1995-07-19
9507340,1995-07-19
9507341,1995-07-19
9507342,1995-07-19
9507343,1995-07-19
9507344,1995-07-19
9507345,1995-07-19
9507346,1995-07-19
9507347,1995-07-19
9507348,1995-07-19
9507349,1995-07-19
9507350,1995-07-19
9507351,1995-07-19
9507352,1995-07-20
9507353,1995-07-20
9507354,1995-07-20
9507355,1995-07-20
9507356,1995-07-20
9507357,1995-07-20
9507358,1995-07-20
9507359,1995-07-20
9507360,1995-07-20
9507361,1995-07-20
9507362,1995-07-20
9507363,1995-07-20
9507364,1995-07-21
9507365,1995-07-21
9507366,1995-07-21
9507367,1995-07-21
9507368,1995-07-21
9507369,1995-07-21
9507370,1995-07-21
9507371,1995-07-21
9507372,1995-07-21
9507373,1995-07-21
9507374,1995-07-21
9507375,1995-07-21
9507376,1995-07-21
9507377,1995-07-21
9507378,1995-07-21
9507379,1995-07-21
9507380,1995-07-21
9507381,1995-07-21
9507382,1995-07-22
9507383,1995-07-22
9507384,1995-07-23
9507385,1995-07-23
9507386,1995-07-23
9507387,1995-07-24
9507388,1995-07-24
9507389,1995-07-24
9507390,1995-07-24
9507391,1995-07-24
9507392,1995-07-24
9507393,1995-07-24
9507394,1995-07-24
9507395,1995-07-24
9507396,1995-07-24
9507397,1995-07-24
9507398,1995-07-24
9507399,1995-07-24
9507400,1995-07-24
9507401,1995-07-25
9507402,1995-07-25
9507403,1995-07-25
9507404,1995-07-25
9507405,1995-07-25
9507406,1995-07-25
9507407,1995-07-25
9507408,1995-07-25
9507409,1995-07-25
9507410,1995-07-25
9507411,1995-07-25
9507412,1995-07-25
9507413,1995-07-25
9507414,1995-07-25
9507415,1995-07-25
9507416,1995-07-25
9507417,1995-07-26
9507418,1995-07-26
9507419,1995-07-26
9507420,1995-07-26
9507421,1995-07-26
9507422,1995-07-26
9507423,1995-07-26
9507424,1995-07-26
9507425,1995-07-26
9507426,1995-07-26
9507427,1995-07-26
9507428,1995-07-26
9507429,1995-07-26
9507430,1995-07-26
9507431,1995-07-26
9507432,1995-07-27
9507433,1995-07-27
9507434,1995-07-27
9507435,1995-07-27
9507436,1995-07-27
9507437,1995-07-27
9507438,1995-07-27
9507439,1995-07-27
9507440,1995-07-27
9507441,1995-07-28
9507442,1995-07-28
9507443,1995-07-28
9507444,1995-07-28
9507445,1995-07-28
9507446,1995-07-28
9507447,1995-07-28
9507448,1995-07-28
9507449,1995-07-28
9507450,1995-07-28
9507451,1995-07-28
9507452,1995-07-29
9507453,1995-07-30
9507454,1995-07-29
9507455,1995-07-31
9507456,1995-07-31
9507457,1995-07-31
9507458,1995-07-31
9507459,1995-07-31
9507460,1995-07-31
9507461,1995-07-31
9507462,1995-07-31
9507463,1995-07-31
9507464,1995-07-31
9507465,1995-07-31
9507466,1995-07-31
9507467,1995-07-31
9507468,1995-07-31
9507469,1995-08-01
119507001,1995-07-03
119507003,1995-07-03
119507006,1995-07-04
119507023,1995-07-07
119507035,1995-07-11
119507057,1995-07-14
119507062,1995-07-15
119507078,1995-07-20
119507080,1995-07-21
119507108,1995-07-26
119507005,1995-07-12
119507006,1995-07-12
119507004,1995-07-06
119507012,1995-07-11
119507013,1995-07-12
119507025,1995-07-31
119507013,1995-07-03
119507018,1995-07-04
119507022,1995-07-04
119507056,1995-07-10
119507079,1995-07-14
119507095,1995-07-18
119507098,1995-07-19
119507108,1995-07-20
119507120,1995-07-22
119507169,1995-07-30
119507004,1995-07-05
119507005,1995-07-05
119507007,1995-07-06
119507010,1995-07-07
119507021,1995-07-11
119507023,1995-07-13
119507026,1995-07-13
119507028,1995-07-15
119507033,1995-07-21
119507037,1995-07-24
119507038,1995-07-25
119507003,1995-07-20
9508201,1995-08-01
9508202,1995-08-01
9508203,1995-08-01
9508204,1995-08-01
9508205,1995-08-01
9508206,1995-08-01
9508207,1995-08-01
9508208,1995-08-01
9508209,1995-08-01
9508210,1995-08-01
9508211,1995-08-01
9508212,1995-08-01
9508213,1995-08-02
9508214,1995-08-02
9508215,1995-08-02
9508216,1995-08-02
9508217,1995-08-02
9508218,1995-08-02
9508219,1995-08-02
9508220,1995-08-02
9508221,1995-08-02
9508222,1995-08-03
9508223,1995-08-03
9508224,1995-08-03
9508225,1995-08-03
9508226,1995-08-03
9508227,1995-08-03
9508228,1995-08-03
9508229,1995-08-03
9508230,1995-08-04
9508231,1995-08-04
9508232,1995-08-04
9508233,1995-08-04
9508234,1995-08-04
9508235,1995-08-04
9508236,1995-08-04
9508237,1995-08-04
9508238,1995-08-04
9508239,1995-08-04
9508240,1995-08-04
9508241,1995-08-04
9508242,1995-08-04
9508243,1995-08-05
9508244,1995-08-05
9508245,1995-08-05
9508246,1995-08-05
9508247,1995-08-06
9508248,1995-08-07
9508249,1995-08-07
9508250,1995-08-07
9508251,1995-08-07
9508252,1995-08-07
9508253,1995-08-07
9508254,1995-08-07
9508255,1995-08-07
9508256,1995-08-07
9508257,1995-08-07
9508258,1995-08-08
9508259,1995-08-08
9508260,1995-08-08
9508261,1995-08-08
9508262,1995-08-08
9508263,1995-08-08
9508264,1995-08-08
9508265,1995-08-08
9508266,1995-08-08
9508267,1995-08-08
9508268,1995-08-08
9508269,1995-08-09
9508270,1995-08-09
9508271,1995-08-09
9508272,1995-08-09
9508273,1995-08-09
9508274,1995-08-09
9508275,1995-08-10
9508276,1995-08-10
9508277,1995-08-10
9508278,1995-08-09
9508279,1995-08-10
9508280,1995-08-10
9508281,1995-08-10
9508282,1995-08-10
9508283,1995-08-11
9508284,1995-08-11
9508285,1995-08-11
9508286,1995-08-11
9508287,1995-08-11
9508288,1995-08-11
9508289,1995-08-13
9508290,1995-08-14
9508291,1995-08-14
9508292,1995-08-14
9508293,1995-08-14
9508294,1995-08-14
9508295,1995-08-14
9508296,1995-08-14
9508297,1995-08-15
9508298,1995-08-15
9508299,1995-08-15
9508300,1995-08-15
9508301,1995-08-15
9508302,1995-08-14
9508303,1995-08-15
9508304,1995-08-15
9508305,1995-08-15
9508306,1995-08-16
9508307,1995-08-16
9508308,1995-08-16
9508309,1995-08-16
9508310,1995-08-16
9508311,1995-08-16
9508312,1995-08-16
9508313,1995-08-16
9508314,1995-08-16
9508315,1995-08-16
9508316,1995-08-16
9508317,1995-08-17
9508318,1995-08-17
9508319,1995-08-17
9508320,1995-08-17
9508321,1995-08-17
9508322,1995-08-17
9508323,1995-08-18
9508324,1995-08-18
9508325,1995-08-17
9508326,1995-08-21
9508327,1995-08-18
9508328,1995-08-18
9508329,1995-08-18
9508330,1995-08-21
9508331,1995-08-21
9508332,1995-08-21
9508333,1995-08-21
9508334,1995-08-21
9508335,1995-08-21
9508336,1995-08-21
9508337,1995-08-21
9508338,1995-08-21
9508339,1995-08-21
9508340,1995-08-21
9508341,1995-08-21
9508342,1995-08-21
9508343,1995-08-22
9508344,1995-08-21
9508345,1995-08-22
9508346,1995-08-22
9508347,1995-08-22
9508348,1995-08-22
9508349,1995-08-22
9508350,1995-08-22
9508351,1995-08-22
9508352,1995-08-23
9508353,1995-08-23
9508354,1995-08-23
9508355,1995-08-23
9508356,1995-08-23
9508357,1995-08-23
9508358,1995-08-23
9508359,1995-08-23
9508360,1995-08-24
9508361,1995-08-23
9508362,1995-08-23
9508363,1995-08-24
9508364,1995-08-24
9508365,1995-08-24
9508366,1995-08-24
9508367,1995-08-24
9508368,1995-08-24
9508369,1995-08-25
9508370,1995-08-25
9508371,1995-08-25
9508372,1995-08-25
9508373,1995-08-25
9508374,1995-08-26
9508375,1995-08-26
9508376,1995-08-27
9508377,1995-08-27
9508378,1995-08-27
9508379,1995-08-27
9508380,1995-08-28
9508381,1995-08-28
9508382,1995-08-28
9508383,1995-08-28
9508384,1995-08-25
9508385,1995-08-25
9508386,1995-08-28
9508387,1995-08-28
9508388,1995-08-28
9508389,1995-08-28
9508390,1995-08-29
9508391,1995-08-29
9508392,1995-08-29
9508393,1995-08-29
9508394,1995-08-29
9508395,1995-08-29
9508396,1995-08-29
9508397,1995-08-30
9508398,1995-08-30
9508399,1995-08-30
9508400,1995-08-30
9508401,1995-08-30
9508402,1995-08-30
9508403,1995-08-30
9508404,1995-08-30
9508405,1995-08-30
9508406,1995-08-30
9508407,1995-08-30
9508408,1995-08-30
9508409,1995-08-31
9508410,1995-08-31
9508411,1995-08-31
9508412,1995-08-31
9508413,1995-08-31
9508414,1995-08-31
9508415,1995-08-31
119508020,1995-08-04
119508049,1995-08-09
119508078,1995-08-17
119508106,1995-08-23
119508159,1995-08-31
119508019,1995-08-07
119508015,1995-08-25
119508018,1995-08-31
119508004,1995-08-03
119508030,1995-08-29
119508002,1995-08-01
119508017,1995-08-04
119508025,1995-08-06
119508033,1995-08-07
119508048,1995-08-11
119508076,1995-08-16
119508097,1995-08-18
119508113,1995-08-24
119508131,1995-08-24
119508169,1995-08-30
119508003,1995-08-01
119508010,1995-08-03
119508014,1995-08-08
119508035,1995-08-22
119508037,1995-08-23
119508046,1995-08-30
9509201,1995-09-01
9509202,1995-09-01
9509203,1995-09-01
9509204,1995-09-01
9509205,1995-09-01
9509206,1995-09-01
9509207,1995-09-01
9509208,1995-09-01
9509209,1995-09-01
9509210,1995-09-01
9509211,1995-09-02
9509212,1995-09-02
9509213,1995-09-04
9509214,1995-09-04
9509215,1995-09-04
9509216,1995-09-04
9509217,1995-09-04
9509218,1995-09-04
9509219,1995-09-04
9509220,1995-09-04
9509221,1995-09-04
9509222,1995-09-05
9509223,1995-09-05
9509224,1995-09-05
9509225,1995-09-05
9509226,1995-09-05
9509227,1995-09-05
9509228,1995-09-05
9509229,1995-09-05
9509230,1995-09-05
9509231,1995-09-06
9509232,1995-09-06
9509233,1995-09-06
9509234,1995-09-06
9509235,1995-09-06
9509236,1995-09-06
9509237,1995-09-06
9509238,1995-09-06
9509239,1995-09-06
9509240,1995-09-06
9509241,1995-09-06
9509242,1995-09-06
9509243,1995-09-07
9509244,1995-09-07
9509245,1995-09-07
9509246,1995-09-07
9509247,1995-09-07
9509248,1995-09-07
9509249,1995-09-07
9509250,1995-09-08
9509251,1995-09-08
9509252,1995-09-08
9509253,1995-09-08
9509254,1995-09-08
9509255,1995-09-08
9509256,1995-09-08
9509257,1995-09-08
9509258,1995-09-08
9509259,1995-09-08
9509260,1995-09-09
9509261,1995-09-09
9509262,1995-09-10
9509263,1995-09-10
9509264,1995-09-11
9509265,1995-09-11
9509266,1995-09-11
9509267,1995-09-11
9509268,1995-09-11
9509269,1995-09-11
9509270,1995-09-11
9509271,1995-09-11
9509272,1995-09-11
9509273,1995-09-11
9509274,1995-09-11
9509275,1995-09-11
9509276,1995-09-12
9509277,1995-09-12
9509278,1995-09-12
9509279,1995-09-12
9509280,1995-09-12
9509281,1995-09-13
9509282,1995-09-13
9509283,1995-09-13
9509284,1995-09-13
9509285,1995-09-13
9509286,1995-09-13
9509287,1995-09-13
9509288,1995-09-13
9509289,1995-09-13
9509290,1995-09-13
9509291,1995-09-14
9509292,1995-09-14
9509293,1995-09-14
9509294,1995-09-14
9509295,1995-09-14
9509296,1995-09-14
9509297,1995-09-14
9509298,1995-09-14
9509299,1995-09-14
9509300,1995-09-14
9509301,1995-09-15
9509302,1995-09-15
9509303,1995-09-15
9509304,1995-09-15
9509305,1995-09-15
9509306,1995-09-15
9509307,1995-09-15
9509308,1995-09-15
9509309,1995-09-15
9509310,1995-09-15
9509311,1995-09-17
9509312,1995-09-17
9509313,1995-09-17
9509314,1995-09-15
9509315,1995-09-15
9509316,1995-09-18
9509317,1995-09-18
9509318,1996-09-18
9509319,1995-09-18
9509320,1995-09-18
9509321,1995-09-18
9509322,1995-09-18
9509323,1995-09-18
9509324,1995-09-18
9509325,1995-09-18
9509326,1995-09-18
9509327,1995-09-19
9509328,1995-09-19
9509329,1995-09-19
9509330,1995-09-19
9509331,1995-09-19
9509332,1995-09-19
9509333,1995-09-19
9509334,1995-09-19
9509335,1995-09-19
9509336,1995-09-19
9509337,1995-09-19
9509338,1995-09-20
9509339,1995-09-20
9509340,1995-09-20
9509341,1995-09-20
9509342,1995-09-20
9509343,1995-09-20
9509344,1995-09-20
9509345,1995-09-20
9509346,1995-09-20
9509347,1995-09-20
9509348,1995-09-20
9509349,1995-09-20
9509350,1995-09-21
9509351,1995-09-21
9509352,1995-09-21
9509353,1995-09-21
9509354,1995-09-22
9509355,1995-09-21
9509356,1995-09-22
9509357,1995-09-22
9509358,1995-09-22
9509359,1995-09-22
9509360,1995-09-22
9509361,1995-09-22
9509362,1995-09-22
9509363,1995-09-22
9509364,1995-09-22
9509365,1995-09-22
9509366,1995-09-22
9509367,1995-09-22
9509368,1995-09-22
9509369,1995-09-22
9509370,1995-09-22
9509371,1995-09-22
9509372,1995-09-22
9509373,1995-09-23
9509374,1995-09-23
9509375,1995-09-23
9509376,1995-09-22
9509377,1995-09-25
9509378,1995-09-25
9509379,1995-09-25
9509380,1995-09-25
9509381,1995-09-25
9509382,1995-09-26
9509383,1995-09-25
9509384,1995-09-25
9509385,1995-09-25
9509386,1995-09-25
9509387,1995-09-26
9509388,1995-09-25
9509389,1995-09-26
9509390,1995-09-26
9509391,1995-09-26
9509392,1995-09-26
9509393,1995-09-26
9509394,1995-09-26
9509395,1995-09-26
9509396,1995-09-26
9509397,1995-09-26
9509398,1995-09-26
9509399,1995-09-26
9509400,1995-09-27
9509401,1995-09-27
9509402,1995-09-27
9509403,1995-09-27
9509404,1995-09-27
9509405,1995-09-27
9509406,1995-09-27
9509407,1995-09-28
9509408,1995-09-28
9509409,1995-09-28
9509410,1995-09-28
9509411,1995-09-28
9509412,1995-09-28
9509413,1995-09-28
9509414,1995-09-28
9509415,1995-09-28
